id,eps_X,eps_T,eps_D,eps_U,eps_P,eps_L,eps_H,eps_A,eps_Y
30,1,2,0.8272203350995733,-0.08901827327469092,0.22334889438320596,-0.44074678551330726,0.5321500884773472,0.7046196607441735,-0.05755826305974898
31,0,0,-0.1600376459193279,0.12980777010884478,-0.4575748586771884,-0.518106322088294,-0.0013262156167092724,0.1704229465215067,0.6975415022813516
32,1,0,0.4817488885782457,-0.6174531779062268,0.16165038162801426,-0.4434727967104109,0.12448986576794141,0.7862768173879332,-0.12341444647038513
33,3,0,-0.4064109576022181,0.1340898411061339,0.01018933532697628,0.1794741611177819,0.5772520516280473,0.2902007877247843,0.08730391255303319
34,0,2,0.14431812146606157,0.13079446228872485,-0.4534950674159697,-0.27882879831294816,0.3817764316847358,0.5233039762834262,0.4504749538918384
35,1,1,0.4503508150843307,-0.24682604124366614,-0.3582867254275988,0.1759487084826508,-0.12422744701985532,-0.20171500144742602,0.13417182470684505
36,1,1,-0.055699671301719,0.009074039824963825,-0.2790877615461957,0.5631821810323084,-0.3290542902248058,-0.4964185823622931,0.4335036506264683
37,3,1,-0.3049517051733806,-0.5139065731422111,-0.5251261545629988,0.31808221128916037,-0.37940136251253015,0.00287049375882778,-0.038005878528284125
38,0,1,-0.4663512992779896,-0.013381447152782444,-0.007837827897786465,0.2733021438501237,0.4810243964823718,0.18226837680493416,-0.3862885544376389
39,2,1,-0.46201567911362174,-0.5381537130801137,-0.491549226711854,0.6510192702719036,0.32002278248826216,-0.16771635821605754,-0.06242498055396361
40,1,1,0.2964485081124585,0.8120478108806093,0.36420674251094415,-0.37903396060282546,-0.37998774262391777,0.6832884718892697,-0.04267632194645814
41,0,2,-0.5826996984231277,-0.4082306958217785,-0.06317273860857191,0.3299494598030005,-0.7439068641685027,0.21700306227958382,0.4183109483585166
42,3,0,0.25280946171201146,0.18172574364874475,0.0066767872894631436,0.40898108935182625,0.32656153764476364,0.5809767874353956,0.006141877111884276
43,0,0,-0.08153642720249554,-0.20009334588417207,0.8071293490274924,-0.00348658676517231,0.16585129153522038,1.1857450428170564,0.6601678555005629
44,1,0,-0.21630607729900814,0.34996264555906564,-0.36509956275964983,-0.633578206760667,0.035807094632059513,0.7533208482575068,0.06972268465205557
45,1,2,-0.4494687865849408,-0.41323835530055975,0.2666258975016288,-0.08593892331670008,0.22881961857452698,0.24564071448179037,-0.5228157959176406
46,1,1,-0.33595759339359366,-0.08547361307804348,-0.47023418388833504,0.416099715921293,-0.16051161825592797,0.45719309416552456,-0.4315901348309811
47,0,2,-1.1161551649590158,-0.3183598295394944,-0.09500692137165914,0.5969560968431993,-0.13517138667765424,0.38023683508333306,-0.16395914863504665
48,3,0,0.2087918155140007,-0.14839982292922047,-0.4073015773577542,0.41319098212980554,-0.15583918405308755,0.23919475044485317,-0.42101051040682774
49,2,2,-0.33319881651233124,0.042230786618855376,-0.25658099381325883,-0.14635030615995473,0.339509228838817,0.6499251152566304,-0.20653329601050285
50,3,1,0.5129632844444677,1.0536932358137816,0.41339631429427387,0.3049003030350275,0.4798510847020887,0.2181776186543366,0.16344030681822697
51,0,1,-0.4940282956324564,0.6491641241171986,-0.2365514816929427,0.22187526702628535,0.5428433515175465,-0.2520002387679242,-0.10200623994738563
52,2,0,-0.5113090116200719,-0.5863568418709391,-0.5167166982515193,0.4207020020214964,0.2967823730452594,0.30759131415583096,-0.02439741595067604
53,1,1,-0.13285752778409932,-0.013176160067402187,-0.16315590370972238,0.44387270340399154,-0.1974637494164655,0.13252213490959378,-0.12538330397430936
54,2,2,-0.3037154914220179,0.44385774955392876,0.006505119639499252,0.6100069354172881,-0.31470173544223357,0.23517842716910567,-0.039354616552848366
55,3,0,-0.6819170516727003,0.5507135052287067,0.07421455599427837,0.4821125566964147,0.5775521395017807,0.3652279741309824,-0.05414895499164603
56,1,2,-1.1266688392874087,0.2770807511952843,0.061152915232330775,0.19014590513924265,-0.1806757227640735,0.10903122472456411,-0.024151170837992376
57,2,2,-0.5311755512841362,-0.02075500612240666,-0.9468142532463253,0.08368210411456707,0.37861903786666484,0.2787256162041424,-0.21731616986185562
58,0,1,-0.4217990903336045,-0.01753909887174987,0.036483649292867,0.5350393471182104,0.00835614099942934,0.8291441541351703,-0.9138801493225381
59,1,2,0.2423471372856061,0.2591748286625237,1.060681856804553,-0.181201093817475,0.7906727734070588,-0.5620221652755372,0.06807004252980198
60,3,1,0.2657271391880466,-0.30378910141335647,-0.02651583734373052,0.46110672033125616,0.603201617059291,0.19247691883960483,-0.3710307481986395
61,1,0,-0.6184148079475739,0.2541976422883193,-0.08508307279737026,-0.12249831202804633,1.0906319189265932,-0.44085519693814335,-0.1953183468264598
62,2,1,0.2822220983098538,0.2443409458817394,0.24155989799131666,0.2475536188692145,-0.2566985155501259,-0.46133124432250927,0.4406233309915388
63,1,0,-0.6209935703481713,-0.14893768590217343,-0.8227871161196636,0.26150278899113966,-0.0011282707145002413,0.6089635437703751,-0.2590632895433047
64,0,1,-0.45126640260422435,-0.8262525193359173,-0.29236242124527306,-0.07854821728589631,0.0039048452475341448,-1.0959377706845106,-0.13876977934724782
65,1,2,-0.323253362434358,0.03716524777009861,0.4598357471348526,0.03424378666675192,-0.309445293074477,0.3193323984688887,0.031073915840175353
66,2,0,-0.5532167956963393,-0.3619076061836431,0.17883122277910282,0.6917008075002609,0.6194445807051743,0.5261258646854327,0.4844262088536215
67,1,0,0.2716966682751448,0.020221508147422684,-0.27914436317505903,0.7855674616993994,-0.05891459966571684,-0.6397434995454295,0.3194268456239624
68,3,2,0.6717185875060678,-0.26742338614903394,-0.13535210268893547,0.3830605214801125,0.8802575628036732,-0.34030839433073,0.3848942959150319
69,1,2,-0.617782685227389,-0.05287129881975025,-0.3287269220747966,0.9318840047535069,-0.03339131445148634,0.06525349415954651,-0.44902548941688336
70,2,1,0.08951047016222974,-0.26535151927286194,0.32964863549828155,-0.04151898854800818,0.18849255964155642,0.09537542382251743,0.009904324727308797
71,3,0,-0.11021041355222225,0.39889684456197105,0.47589518549574006,-0.09911630010144497,0.6247748013313535,0.2946982604937851,0.060748351941671705
72,3,2,0.1399494943202216,-0.57379296229756,-0.5517968105632345,0.19802032369818504,0.4389536286407938,-0.6797555408045092,0.774403752302626
73,1,0,-0.3895592754285676,0.5475132141923854,0.42730738833557647,0.5512086748790997,-0.003839353168965022,-0.03909475692128189,0.19806838968143303
74,0,1,0.5254681784387066,-0.0036088605480165126,-0.14103109263220687,0.31110698841065365,-0.9262836558956824,-0.3055621603820903,-0.6936063787303567
75,2,2,0.22989176965694538,-0.29843025663427614,0.3011020878044486,-0.16012531878263228,-0.15807817426406165,0.22046013805487308,0.15921923852471942
76,2,1,0.17109870174008426,0.4400965061046037,0.49590244985107773,0.18213704331654187,0.45092662670128336,-0.10976539386756998,-0.025467607414284964
77,3,2,0.9355049895617203,1.0855588516428163,0.056513602125556596,0.025906140471345065,-0.6346745160195969,0.8680882576656335,-0.09883763269408129
78,1,1,-0.4474072231415277,-0.6168722546289535,0.4869668589360062,0.008493521932207272,-0.2933520927252732,0.6394811871478621,0.06669192099517758
79,1,1,-0.12526114216616996,-0.42450497695221634,-0.007601647878752282,0.3426364921969449,0.0956819325799034,0.021603811005212414,0.4150945459679984
80,0,1,0.25638303762399706,-0.038925953489298795,0.3394360229525175,-0.5146128206908426,0.30001214427692163,0.48279206100159155,0.24168687201475986
81,1,2,0.41857143555718557,0.18097494623305246,-0.15301881502324513,0.09051186374733974,0.4594747805277631,0.019377838724312008,-0.4740667714622616
82,2,2,-0.05542767207328667,0.032852433582733376,0.198898771830294,0.6482861768405873,0.7524472829933938,1.1573093314336667,-0.12917796513573343
83,3,2,0.23861593764951514,0.23808272785847526,0.2096373234851115,0.14142120297291164,-0.21625673243615465,-0.4184034668203591,-0.03713657187853123
84,3,2,0.6390281272983381,-0.31447815017172714,-0.18665269470403967,-0.741422069449882,-0.2780503599473711,1.3011754100711277,0.12033154089202391
85,0,1,-0.18660544767776294,0.5201561908817077,-0.3637265144883796,-0.31777396106393874,0.1413449382981716,-0.7699500984515752,-0.014629349268279922
86,2,0,-0.22105867285845315,-0.037317416870405254,-0.3179031356029771,0.1940791921632687,0.1273044720967748,-0.321189909197621,-0.3727974620632281
87,3,1,-0.0586912522081516,1.0718273862067207,0.4525765196993147,0.2744602191502827,-0.21918777298978456,-0.3822693397968451,0.2937239176865246
88,1,0,-1.3282713650766378,-0.4050079067564286,-0.14122343938885015,0.04183360131597215,0.07455902404122824,0.6365346610295349,-0.16955625115093279
89,1,2,0.19689386760887115,-0.11610796867139403,0.07514214286236887,-0.6396106955323273,-0.07115110447005722,-0.03947509767410298,0.4426989579454202
90,3,2,0.1796076160769349,0.005617130087613886,0.8989390846601154,0.5924953519545283,-0.4151422269268656,0.6600331494510764,0.018367190662518223
91,2,1,0.8998259294872872,-0.28714760794433836,-0.5687073093206022,-0.7203535369600216,-0.427160362445604,1.1646563796299094,-0.17738819012349177
92,2,2,-0.7866124440250087,0.36698121942589,-0.3783031667695185,-0.47170005718355923,0.07064241868485298,0.1662517685430448,0.2544320922477868
93,2,2,0.06233459732978777,-0.7161760093317392,-0.11244968426920816,0.08402600817185565,0.041327868615926515,0.7149215514910169,0.17266034693562166
94,2,1,0.11814939439933714,-0.4271425409223806,0.04884362846551706,0.12873706720356687,0.28223301084968094,0.026209442638223723,0.7072234415165761
95,3,1,0.2564525510604685,0.9102320799851048,-0.09440629268103728,0.30092477501063475,-0.2021232291615832,-0.17217795340029848,0.3413195302614273
96,3,0,-0.6937965990807784,-0.1912112287780292,0.7561711139357061,-0.8253589137796167,-0.4037943758367262,-0.18436286693534285,-0.27800169823828685
97,0,0,-1.640645682554934,-0.16130451412034397,-0.22242284031245402,-0.6290609511842254,0.7213560072909111,0.20284350886105795,0.0013808893622749684
98,0,2,-0.07281487462492826,0.5748348805108446,-0.3290145182939729,0.37650438312657203,0.14905825517260482,0.9350000310662794,0.022010191020398855
99,2,0,0.03481762807053429,-0.456125612864292,0.16928506336715393,0.1074283179528629,-0.10987122153502538,-0.05145790128238381,-0.29114430751463444
100,3,1,0.03575441274800156,-0.9840052152277532,-0.04746265420660244,-0.07337223514524156,-0.40014626288338095,-0.018055311806476793,-0.35223155529794214
101,0,1,-0.43710923172097726,-0.342187402873794,-0.04312613239435373,0.1848186436443731,-0.08519808622504364,0.1802766258285608,0.297415496523969
102,2,2,-0.5152342479295794,-0.7115686989625222,-0.009975271031918687,-0.3905404430391055,0.7614808628869338,0.07491551573813998,0.042231854883557275
103,3,2,-0.14904412124081012,0.7151435780369043,-0.08266543574413153,-0.006767363520958669,-0.07012694571395842,0.7932779692798703,-0.28564220783243915
104,3,1,-0.569074950150136,0.06469775002566555,0.33447870174443795,0.8358758805563287,-0.812294654819511,-0.5030885997358026,0.1977431084184106
105,3,2,-0.5719220767916027,-0.3699008084852305,-0.5784292421181475,-0.141471592275647,0.3103587491039198,0.2784057507220413,-0.22555916941355358
106,0,0,0.037242652084990224,0.34880193482502153,0.9664650985555321,0.2986909999687663,0.04789490276357587,1.50447043386237,0.6175886500075666
107,2,0,0.178740075827889,0.33321832422382436,0.4819473267981555,-0.30153280136312166,0.2263999764113222,-0.2478137627083987,0.17218937485033292
108,3,1,-0.6515379362742078,-0.8019444110909589,0.2502353858819446,-0.1874975590104556,0.40923823251107677,0.8164720169041046,-0.2407501616814469
109,1,1,-1.015334573152186,0.06674361670189075,0.5822776687289565,0.47760825935645407,0.7396285069036802,0.48869924777332996,0.08680630630483778
110,0,1,-0.6110611891472156,-0.5553031645651504,-0.18807438742484017,0.49422276508428176,0.32667183218086815,-0.31288423189654424,0.37811942094734047
111,1,2,0.24521059786314672,0.34885114075301893,0.05776501873335026,0.316027452366598,-0.4192464282950798,0.754856146950021,-0.2588567418226283
112,0,1,-0.2578274766248182,0.5045533911828388,0.523203722140981,0.11656853549132182,0.28319321318541274,-0.23577157708278587,-0.22534708480163118
113,0,1,0.24549552832083818,0.3338936528863692,0.14950762624037436,0.293464849731237,-0.30385739459810707,0.1342326222292419,0.43721145839625025
114,3,1,0.2101692623711323,0.0064389039990849495,0.09278803757132356,0.03941103551162602,-0.16625118799558397,0.06237218151134065,0.5198366737311668
115,2,1,0.48194580485310956,-0.19981424730276323,0.36303042490165305,0.10286400611415568,0.21210570685672755,-0.10235513812447136,-0.1345456575295232
116,3,0,-0.2738838189128356,0.6027818202259081,-0.0760742380624029,-0.24755248168815222,0.6998634322156504,-0.20477138667305336,-0.10788239548134008
117,3,0,-0.03872196580073312,-0.3714297233269804,-0.4203023968078527,0.70382668911732,0.01661822222400942,-0.11452486055179581,-0.1226236349234613
118,3,1,0.3331934783438111,1.0000512417790035,-0.5069723713452158,-0.4253990642892098,-0.12821468059526153,-0.10556157927339313,-0.304621970768016
119,1,1,-0.31574402482330943,-0.30011774469691954,0.006561082232475202,0.16998796813807804,-0.669906418425853,0.4767056961153536,0.008406115014432858
120,1,0,-0.5877774931050442,-0.1909438083768124,0.20884619187818196,-0.2693732729366461,0.7033432887847292,0.23901836983666805,0.13924815359041973
121,2,1,0.45136781351083166,-0.9150177932832048,-0.49312203609973376,-0.1744884388523981,0.5702000645490823,-0.16223758407207098,0.2812890738385209
122,1,2,0.6578360255820409,0.37792627216044516,0.24984004483746217,0.35007196839185356,0.4943423712933553,-0.285845884043775,-0.09623361949423505
123,3,2,-0.5310615404829476,-0.334934537617607,0.43819227492801127,0.4454864132611132,0.3705025830377718,-0.24475035669631515,0.09687722846355104
124,0,1,0.16640996625957663,-0.21517022049630077,0.6734218033043207,-0.4266117084299485,0.10225859881704515,-0.4794059412985747,-0.0931125092619788
125,3,0,0.1267566930180676,-0.30651398607559416,-0.044087966924693224,0.07846706081878202,0.5936445367148098,0.27953358652682636,0.6532095534481533
126,2,0,0.013437085909551963,0.16798483116517068,-0.5477361628958765,0.7126089926932936,0.1837670653736013,0.07557205050704703,-0.2434626004233936
127,1,0,-0.2909880311070558,-0.6330789345580606,-0.190399914895914,0.2858753211972208,-0.2586782321799691,0.06610598784376845,0.5285938767300509
128,2,1,-0.5168843027759351,-0.7125159751974683,-0.5992893820407453,-0.5679326630960443,0.34378721618039404,-0.9028171919804467,-0.03648418056747967
129,1,0,-0.6922207018813344,-0.191882344805873,-0.3733529183675791,-0.5480276165980047,0.20111058522511818,0.11946608531259094,0.06437733355899576
130,3,1,0.38850357282227754,-0.08782226142658806,-0.38104325104269743,-0.8427475966150049,-0.1877052239667268,0.14832179394504336,-0.37106621601194073
131,3,0,-0.10022710682868288,-0.2553361171060258,0.6627495771062928,0.627761452021997,0.16950196502712908,-0.15293909982976558,-0.17715934876221553
132,1,1,0.1899761139868932,-0.4196478971010936,-0.36068621807836254,-0.5717763172781152,0.17161916652661402,-0.0721965865545009,0.4205353643101776
133,1,1,-1.0066799620589146,1.0531322122646831,0.07747398817596675,0.6317173513809372,0.441040872374688,-0.45744889761256013,0.3846434834889509
134,0,2,0.3947592322367198,-0.49477759513424713,0.2653439923641365,-0.5132626849029157,-0.055107863656354554,-0.24867602925844132,-0.4373101348341271
135,2,2,0.37955701022314114,-0.2027955066740491,-0.35104405513669895,0.5163028889469676,0.19336920376064823,-0.19122354226406738,0.15435220822004347
136,2,0,0.048447185977337215,0.021140615036869065,1.1316561359880453,-0.23048612206725277,0.9069163178854037,-0.35686030142398273,0.21793204053510995
137,3,1,0.9352116378335497,0.5192805805455663,-0.18071468850081499,-0.31892167713939534,-0.21273568180942154,0.00037502551007270735,-0.04724936144714807
138,3,1,0.00809742165757936,0.021834486441541567,-0.7157933670059807,-0.9017648869072581,0.1952211825607995,0.6631935129309149,-0.1772548805871371
139,3,0,-0.017979345978498026,-1.5324230717192708,-0.06990134079946322,-0.5446390066651633,0.08868409265339333,0.2505779395959136,-0.5246046468580072
140,3,1,-0.5709612522106213,0.5963507463615229,-0.3940266972525086,-0.6254085037313573,0.8065291150091435,-0.6450030167125527,-0.15724881852103587
141,3,2,-0.42099441240457713,-0.2551146553566995,-0.059633892047453375,-0.7276667146863284,-0.56837647956361,0.9053909447383643,0.6329452497560151
142,0,0,0.13761081638718936,-0.22927011783879125,-0.0899019955235748,0.3122089822300454,-0.18367429073726485,1.169693448149531,0.3617410724258072
143,0,0,0.06181524776291822,-0.35086767707380895,0.3812805970499772,1.0537724173921426,0.2658380381018595,-0.14635365202944153,-0.3977839268823295
144,1,0,0.48445408236303944,-0.3343922039910871,0.16024948228851774,-0.962094890937623,0.42866395103787475,-0.1377896971041432,0.09522572994154084
145,1,1,-0.3955688757769308,0.33743350460776445,1.0538536802178553,-0.13518478398843226,0.6239482691666427,0.24120967361923318,-0.13237409762103414
146,3,1,0.14821678339189712,0.09710557105035758,-0.4000298917652221,0.23375527290458287,-0.17507518796467894,-0.24106618045554826,-0.12500992875703126
147,3,1,-0.5608413871092469,0.03653959532069953,0.7063024340850621,-0.06584012861192326,0.8360069999867296,-0.5352175401985593,-0.1391844766802174
148,1,1,-0.19020763591959303,-0.2503945670769491,0.8990306657563418,-0.0037704260705121186,-0.2737357777930557,0.4200539535160379,-0.3650216496187726
149,2,2,-0.4171328690928785,0.16988087426639195,-0.023674181952723507,0.004632268741708103,-0.22978951592197802,0.3696682258571154,-0.1502429225426366
150,2,0,-1.216660301603641,0.19485661237631133,0.9985601547258259,-0.10859086405956474,-0.25310901739583475,-0.5298334001612413,-0.2048457331572761
151,3,0,0.2893121264957321,-0.23966929953558924,0.41066102716125213,0.37883110447623375,-0.13395076004440934,-0.7649516673948015,0.5896130496230142
152,0,2,-0.561637462154207,-0.6404163773482876,0.23946043876621537,-0.03887601961652993,0.02922034023625292,0.011292466792404199,-0.23574642272473328
153,1,0,-0.547960003220012,0.7062574047784297,0.8426365047287512,0.007538675534007202,-0.004410902118317865,0.23075797624789057,-1.0735016723015234
154,2,2,-0.031523277638666775,0.3471326402463982,0.27285865253368974,0.023636669281621437,0.5796421430112326,-0.20744755015767244,-0.1819284030734953
155,1,0,-0.6888118720191131,-0.6698257852144732,-0.12385076782322174,0.6314291972916668,-0.030598948397748342,-0.012158821733448816,-0.16446940083297837
156,3,0,-0.5819885541246209,0.00022923406553385095,0.502271987710773,-0.4469402213954276,1.1203895447601555,0.3143826624990791,-0.07888981500783182
157,3,1,-1.3945320206832825,0.19024421702952102,0.0316530241547314,-0.14332591752361137,-0.5830075302140361,-0.38534880685297535,-0.07242566209598611
158,3,2,-0.12052150031784649,0.39642010043056564,0.36971751492565064,0.2049352715273631,0.9157543759827615,0.2061166273983699,-0.06865373492831457
159,1,1,0.2089827030988646,0.3003614623664024,0.3828276829549813,-0.14654937957334924,0.042729165149584365,-0.17137620654650523,0.3029776362847823
160,3,2,-0.33430234605427595,-0.23760581892531796,-0.28329849482816455,-0.5168926658450387,0.46197080371266575,-0.2254781814342087,-0.40389873221548017
161,0,2,0.4388375268334971,0.08791866835008946,0.15565187883144826,0.5779910080580548,-1.3134723763393714,-0.406919495066543,0.02072158783142101
162,2,0,0.6218841551548363,0.8859232452776103,0.31056805753627936,0.17953053726065318,0.7424597479816045,-0.4975318109592842,0.10949405344246109
163,1,1,0.22925633886806804,-0.04241772167853709,-0.32387346160238384,0.25050359289713753,-0.18296238467893494,0.9192500906141239,-0.010831437177538056
164,0,1,-0.26920594564799083,0.3273597092398477,-0.6817594113503858,0.11169466757758258,0.21899903454651798,-0.7163534652789468,0.15531135149127193
165,2,0,0.24893206745527655,0.44652866716067763,-0.2240697410578895,-0.0366408698658116,0.3774411037805342,0.7295894975798983,0.634948564927479
166,3,1,0.2533700391496978,0.12191177200654482,0.22412155857172317,0.6861512716012647,0.3468633704366428,0.12040196257455033,-0.5859276045300922
167,3,2,-0.04179844002156973,-0.39454354319372376,0.3145805882482674,0.18092711012381799,-0.14148207208313768,0.4019515079347138,-0.44258549798020985
168,0,1,0.4482091700529389,-0.582427433572698,0.04756040638085509,0.3847025914618352,0.5371453605454598,0.15388368798729934,-0.3467297799183728
169,3,2,0.10881628126132778,0.06942842748179945,0.2893953760498425,0.3666829497229269,-0.36723227810512254,0.05793176379229678,-0.13462892082146163
170,3,1,-0.7123375216789198,-0.02400810220464278,0.3332400222514786,-0.2628858720097215,0.18295448050416732,0.207708500045988,0.3848770435070589
171,1,1,-0.2393236276313108,-0.16963576060026822,-0.22066701292045166,-0.005957284360958891,0.23812273157321567,0.14811145854606358,0.007726863109242539
172,0,0,-0.06333878253864096,-0.9104859459880458,0.07187535671797689,-0.16135100547069017,0.8396518222981157,0.8474950865336588,0.08363812179294011
173,3,2,-0.7268121924002123,-0.7002472337110014,-0.10792810806792615,1.345131346636783,0.49860802106581087,-0.19016328749661168,-0.35355184725205974
174,3,2,-0.832604260819634,-0.12132206042379655,0.30680098818081336,-0.08857830931703649,-0.08476518772073316,0.26039860728507747,-0.06385013899940464
175,1,1,-0.07561710447700236,0.6627697799758477,0.5107810093128905,0.14370752578160711,0.5438424252900731,0.18083105126665688,0.05043747683371609
176,0,1,0.12919572282594113,-0.448921081098253,0.35734590177253245,-0.20413606580641785,-0.5029900343202279,0.07763414126753096,0.1403543519612599
177,0,1,-0.6258158863324867,-0.26973719460858187,-0.1583256679279892,0.019546103841088177,0.04580412938431909,-0.29831862964147016,0.015945899863243025
178,1,2,0.13844015710003318,-0.5771140533838212,0.33243390771364306,0.5357825234211808,-0.18938864744711761,0.11349973608542821,-0.3094450007619095
179,3,0,-0.599510764677289,0.7652252460806579,0.36842302732150084,0.24919374749617093,0.6491414995790147,0.770086226021228,-0.36055283296670676
180,1,2,-0.730552796845168,0.3551194187127017,-0.4550141537169459,-0.0841818121342913,0.2681197548596794,0.33362696354569155,-0.1335238704927993
181,0,2,0.3325161549158223,-0.7240248829158796,0.07882798555790747,0.5882458461886665,-0.25444567247888034,-0.11270164520837142,-0.32271486589834125
182,2,0,-0.0432677774435945,-0.27479152486875147,-0.22188435582728772,0.6496429607959319,0.09451458642364503,0.41665268701017455,-0.2932446927242859
183,2,1,-1.030515771756039,-0.5747444030956079,0.20490746388729827,0.6610025539958508,0.43115220555730394,0.09290724940311246,-0.48654962338956664
184,0,1,-0.9364933248921833,-0.11529314027550436,0.6027243334905737,-0.4812630718560141,0.169689305115029,-0.8086401246204679,0.013761994894935816
185,2,1,-0.08384079186131319,-0.2233911061633723,-0.24397857844333626,-0.3617876084474837,0.5694549640059055,0.624168103600857,-0.3281883617953529
186,1,1,-0.5650079618565025,0.6908670041326127,-0.3463938608973185,-0.29587528036173766,0.11052747752954345,0.44341191490495435,0.04602859295117735
187,2,1,-0.5532836843859946,-0.6780297729961817,-0.5954386135043402,0.08409321084311422,-0.0662393003541347,0.5243247530430948,0.101071871454269
188,0,1,-0.8230902307940614,-0.4428930975265223,-0.08451022509335404,0.6735284158928311,0.8937427660253929,0.23974940084091217,-0.06856914028926758
189,2,1,-0.25964947590719095,-0.2638628166630187,0.0680760892411385,-0.39811031646944967,-0.0704261762318524,-0.41989754415320024,0.19442580668370563
190,1,1,1.0273224154093876,-0.2889563694107675,0.8001630901549084,0.3560316398642091,-0.15311957433990245,0.3843193179217057,0.35243711887517454
191,2,1,-0.9435836850693449,-0.04151151377375663,-0.47137919179510396,0.4205617461395607,0.5632023047231978,-0.8891390506758622,0.0004426506013981715
192,1,2,0.7024035881316897,-0.1355942883851088,0.10277021606863229,0.3331004131976205,0.14577503772365574,0.8998770532766184,-0.5858023088172319
