id,template_id,persona_id,P_quantile,X_quantile
61,15,40,0.9992864967784646,0.0026097379443191793
62,46,97,0.3905319756615635,0.15960869974549408
63,1,77,0.24175558386047868,0.6201193834622887
64,10,31,0.3824494097683282,0.4798071509892595
65,31,13,0.4634146572552601,0.8776739387307461
66,36,50,0.2088465639242435,0.4621474045053795
67,19,77,0.04664528448695093,0.0007680065803120639
68,5,47,0.9463578487053564,0.4885495166121704
69,1,25,0.059715723683341104,0.6917139925174803
70,13,76,0.39767202079222974,0.6070386316878421
71,37,24,0.43413625798855526,0.20444362190333876
72,15,34,0.20571251760082943,0.44639405631226947
73,16,25,0.8013166087483199,0.687437102389768
74,3,55,0.56689749778547,0.32959822646882286
75,14,93,0.8071963450401266,0.7877614842097306
76,35,33,0.6259143251835816,0.340023723405413
77,1,19,0.46978949108425294,0.028013518799807624
78,43,62,0.6428980075004861,0.34050720039520066
79,47,81,0.43560511257219603,0.3438809101737583
80,5,97,0.5912930794919415,0.45307702243141745
81,13,57,0.5695741655650961,0.9173104176679073
82,29,47,0.58553183466075,0.7355208366823455
83,40,76,0.07087466682496857,0.9718066112357021
84,50,69,0.32925330770293426,0.2881625586250387
85,39,87,0.4159506923006121,0.3750329725842555
86,24,45,0.8243959527541342,0.7598031229450427
87,14,55,0.662530844993089,0.026429854274123143
88,20,27,0.22412841847312315,0.1114860288719236
89,45,8,0.5555473568779425,0.73770610585645
90,9,8,0.047910820254394526,0.5829617630589009
91,21,85,0.3385661952409834,0.7133917889337387
92,6,9,0.7322094745518839,0.7030205414252981
93,38,28,0.9328639924706444,0.5610506072648626
94,18,22,0.16795507815222965,0.80355951840468
95,8,99,0.6232808708340937,0.188966439725907
96,19,60,0.683698930017775,0.9864090710454729
97,46,84,0.7482356331693364,0.42197264179126426
98,9,4,0.5207009548615067,0.14203327221297823
99,29,41,0.30355981646920294,0.704734515472374
100,32,42,0.22109699516405557,0.8378783109967911
101,26,88,0.10766573887675412,0.8799071445112547
102,37,86,0.9270286510656156,0.32782246150922023
103,9,66,0.7493792361422213,0.6274862703562395
104,19,84,0.6283336577937746,0.12006804080252786
105,32,96,0.04836122854071767,0.76453705380366
106,21,8,0.6887861041926707,0.7668537666412225
107,7,6,0.46546570181295954,0.18136809448273283
108,47,50,0.504025030386242,0.7585946299549386
109,11,24,0.03909531835380953,0.8873363412015493
110,38,60,0.20626612731817173,0.5113736082565451
111,8,69,0.4838305694156959,0.30822166322095434
112,12,100,0.8083267247091845,0.16760660814709627
113,40,59,0.2862044563307026,0.7601909027588617
114,49,30,0.4487051283974346,0.773746264752154
115,14,14,0.5847323624264714,0.6914359205814993
116,35,23,0.8052966693796957,0.7801332649359954
117,49,45,0.492867146709277,0.41290904483489765
118,11,82,0.06597860916566367,0.1029157442374945
119,48,45,0.7797637161041884,0.5223578379998409
120,37,45,0.552705535462426,0.35743342207103534
121,19,97,0.8601012242408572,0.4487993854685821
122,11,67,0.5452623117623882,0.6319497631164855
123,49,52,0.03641944914379103,0.14551711066269546
124,47,29,0.12175542727135391,0.5144455152934742
125,22,71,0.13562075799970097,0.4062714524008385
126,3,22,0.6953910275303083,0.28967495345934
127,32,88,0.7575286461679979,0.20606182873114964
128,24,49,0.45945850803898414,0.8052665928478724
129,5,88,0.1602788942679626,0.15831368690604586
130,32,22,0.007796642018385591,0.7026165275032709
131,48,24,0.18762741288703866,0.8801008290146751
132,28,6,0.08778214630126147,0.9129151796392625
133,18,89,0.005468036385187336,0.9173650475817781
134,12,2,0.20188087939780597,0.49281909604147023
135,47,78,0.5536973426682695,0.898999723442346
136,23,83,0.8125338136573561,0.7201869608669142
137,19,23,0.7624765078942581,0.8375940143115869
138,29,33,0.7113381452666128,0.6029546425136963
139,44,19,0.7493121028716523,0.04483302375564202
140,34,55,0.1118052346241376,0.6471639938689774
141,22,63,0.6072351817278214,0.5805115103937908
142,21,19,0.3943553376244793,0.003405230907161383
143,48,60,0.35252980804523726,0.24603404652935634
144,40,54,0.5112973714932529,0.49050584176001566
145,17,76,0.05013688362659041,0.7384504885479052
146,39,9,0.04356185263054957,0.48932688940184477
147,46,29,0.35818354524550244,0.6446613248524173
148,12,37,0.572467315565013,0.2972605116003515
149,27,36,0.20393687148213147,0.779952062212013
150,23,88,0.45647730290372834,0.8765349549146605
151,13,89,0.6746316393588762,0.5488575838244808
152,3,19,0.5738293835463771,0.6671839746046814
153,26,12,0.8733570353208948,0.9392111503678869
154,36,39,0.1775044299623354,0.22720499600235033
155,45,9,0.28049329572389214,0.5007213372504983
156,38,58,0.18808924295100826,0.6195327045859494
157,18,48,0.65965551594522,0.834419579600641
158,18,46,0.687664092229235,0.03637023629934144
159,50,89,0.8761843068082645,0.4053611587336945
160,15,61,0.623957411424459,0.19552248369299385
161,42,28,0.2978179790439571,0.21430917259779825
162,39,34,0.3221997054200294,0.40114029560713993
163,41,79,0.16939332784691752,0.04494877362371286
164,13,8,0.7878081061743494,0.8762677119989372
165,38,12,0.4752120388308304,0.6154154121259886
166,43,79,0.5383983825828565,0.6894424732956038
167,49,32,0.873639267116433,0.8976990423659803
168,32,87,0.024162887239214892,0.6111610972173014
169,2,96,0.7726194001111758,0.9988052366231148
170,40,65,0.5897364404904453,0.7510165878558196
171,34,32,0.219665050380624,0.3812254334321681
172,28,79,0.013441431869842146,0.20762002991525075
173,35,90,0.9040727375984565,0.6829149889250592
174,39,43,0.35195577650290655,0.9287183891958858
175,31,33,0.49774740997941624,0.9507571853711021
176,1,72,0.7158274354213936,0.40985209664371103
177,32,86,0.35657584673617515,0.7542524871551864
178,47,21,0.19760694865651607,0.30591653046749623
179,29,98,0.7195668876871325,0.790567481790505
180,33,23,0.7910031797172881,0.14246422891659805
181,24,55,0.5523415725414256,0.8140202988144067
182,22,18,0.8450169372815167,0.5401065637720781
183,10,98,0.8341643819780664,0.8055995315127167
184,29,12,0.31095499461824194,0.49230628433727364
185,32,48,0.03872822894563399,0.507471210633749
186,7,36,0.06866874924425592,0.5593054722229303
187,42,29,0.7927779553886357,0.2816106889622836
188,28,42,0.29418143279799236,0.9040050441531586
189,3,51,0.09663376500303555,0.7387734630091161
190,4,56,0.362430329415248,0.3989200108311066
191,23,11,0.25019447858641697,0.4745665147230882
192,3,65,0.700564139472727,0.36581864382693363
193,25,1,0.024927124307852044,0.612424963664451
194,24,88,0.6710228501169404,0.8196071584511764
195,15,61,0.8744853114775752,0.7821031114404916
196,12,55,0.5179841562792887,0.9842399106088323
197,4,28,0.8639760571982027,0.884466307076763
198,42,5,0.14856813774493483,0.6610999978179396
199,50,3,0.4904765256189153,0.3057593826613214
200,20,85,0.529823414650176,0.8126192502897427
201,30,57,0.28180946446011246,0.5428196442974625
202,12,52,0.2766421042012279,0.43012266102396535
203,23,19,0.361408857863309,0.6460184924104732
204,32,92,0.2687218838541209,0.5409054430787665
205,38,38,0.7236431897055552,0.3420762489131851
206,7,100,0.28160240245590984,0.7133773129057465
207,7,82,0.7978603327829056,0.27966283452678087
208,9,33,0.3488556119575701,0.5812304426494139
209,39,53,0.18563394208079753,0.8054831443934597
210,6,4,0.7938424980530647,0.403273793150695
211,17,54,0.27038845917953325,0.5434630711359243
212,3,33,0.8972448134576078,0.9826378826578818
213,33,79,0.08052581852525953,0.8407534472680279
214,31,79,0.7886834632039602,0.2314452173480973
215,34,2,0.29486539658004973,0.790549074900376
216,4,14,0.9086570958588233,0.6000172330087278
217,26,11,0.0012387357721692638,0.8730208670026592
218,27,43,0.42877278983047373,0.497507111430716
219,5,38,0.4848143720215897,0.17876785976829168
220,8,55,0.25004679793769835,0.8560951537976654
221,8,70,0.7443626557501012,0.8989773980876057
222,31,52,0.1407260675048818,0.8675475298474689
223,42,37,0.3324543309933483,0.695487309281345
224,5,24,0.23664631275540726,0.8779847103643829
225,42,39,0.3568399194070945,0.22631984865674104
226,25,10,0.5372586854571636,0.36474597887683846
227,10,25,0.35810658904433457,0.2144962794814721
228,36,70,0.997702615727135,0.7963473409148967
229,36,56,0.5037123942881274,0.1203112946102668
230,5,8,0.2721682067646617,0.031831270445831006
231,4,29,0.37400016161439387,0.0447117449766663
232,3,65,0.5480968628948588,0.41935573562414785
233,44,5,0.8523336090500802,0.13670278756291498
234,23,68,0.5453997154454346,0.9075909586373226
235,47,85,0.8489980414345949,0.11643332813580787
236,1,41,0.5082189876421547,0.40087668786156594
237,35,71,0.4413373677941115,0.8127093433588878
238,43,63,0.9962342918135053,0.9528204160432392
239,15,92,0.8863199992241356,0.8631573968484766
240,14,99,0.9489619146664681,0.07958078678914526
241,49,10,0.9951126938974447,0.49951942462178056
242,9,63,0.42943712751741026,0.0070319642728374765
243,36,9,0.49868657452291354,0.4100642581133813
244,27,32,0.4091600000015264,0.18419677534568102
245,15,26,0.6410888427281481,0.03660690432593805
246,29,53,0.8873630265562901,0.8816006024528473
247,16,98,0.7109311460136918,0.451754276026358
248,39,32,0.28674116389193416,0.12208899489043534
249,2,55,0.8155777307851169,0.5293659118340475
250,46,77,0.16899321667937806,0.8004758661360186
251,37,34,0.08589152541955536,0.3868589180826667
252,46,73,0.7693054349716086,0.8762019453337123
253,23,68,0.167664178653398,0.11235615846304758
254,25,3,0.6114930538932405,0.9197536778037387
255,18,2,0.35527887586952134,0.7232550552461087
256,29,70,0.909934242104327,0.6436913261005899
257,31,95,0.6392091682750336,0.8395762492842975
258,4,3,0.4311659958699242,0.41628699300433314
259,39,56,0.356187132180807,0.1738717019755054
260,8,99,0.7628941992205208,0.33189228136394433
261,23,71,0.9221398594110182,0.7410938103469762
262,15,58,0.6577332953804705,0.7450022207262389
263,3,94,0.7514612797183419,0.4079830771345353
264,2,46,0.9061682339604311,0.44340445718988464
265,50,36,0.21852353570341754,0.0763599684123083
266,2,75,0.525050091454079,0.6139296456398998
267,16,34,0.513724428271972,0.6164984324404316
268,29,93,0.4758216355478617,0.3502740465633345
269,12,8,0.9254067024910555,0.32053394346570496
270,28,94,0.8299037059287515,0.7892251274165122
271,11,27,0.8757663605712456,0.34258391693731316
272,13,68,0.6737629520785646,0.8754008674096873
273,2,21,0.16664191327423572,0.3447435306683614
274,38,13,0.6960450177179615,0.21712609257947024
275,44,18,0.05841611453860218,0.2125964463770983
276,13,80,0.031821191683265804,0.48290711021968147
277,1,14,0.5476872170438505,0.39897276016178995
278,31,95,0.9713020499215164,0.9895585039785981
279,9,85,0.3931638134999731,0.8317291926783016
280,44,91,0.5225418517683098,0.36159035040743925
281,50,60,0.5121286050065835,0.39585417143621515
282,27,82,0.16583892955912372,0.7286387600668294
283,50,14,0.10652049171840372,0.4749923720809198
284,21,29,0.7278557843793622,0.02364657195694375
285,12,32,0.0697388647508701,0.22619165932269025
286,1,70,0.5398571471344207,0.6766843964173205
287,20,75,0.7750313702138739,0.3295330335055391
288,5,34,0.7025452163262618,0.5796347605279113
289,29,47,0.42455371207070425,0.8008755107314095
290,42,91,0.023732877924434348,0.38292006951180324
291,38,24,0.685269038257375,0.745225716095234
292,32,71,0.7448899930622725,0.8193193517525449
293,34,6,0.13352303125208054,0.03561718174728379
294,9,7,0.3248240204356275,0.514760859434497
295,10,88,0.15472020655383634,0.9679357984153789
296,9,50,0.7948324610951814,0.2690978268196119
297,18,39,0.8838613858239435,0.6888119524424483
298,6,24,0.9271797937569725,0.6384351452392513
299,36,73,0.5423909737573447,0.05301665064081562
300,5,61,0.3393320921855274,0.06882507643789681
301,1,83,0.18264860266193916,0.6911488891110844
302,6,21,0.5434712347643974,0.591278770103947
303,23,27,0.26651399088721006,0.3637654457283387
304,34,94,0.48789762330354236,0.3232133169467174
305,39,88,0.38552465999983887,0.46050561922240896
306,11,37,0.5477125351471384,0.5166503826629876
307,19,50,0.8290722406305857,0.5374635859661139
308,2,20,0.5090885149472638,0.7121043157402991
309,22,49,0.6312036101212574,0.06083829666972507
310,19,30,0.7891593928415789,0.07003140429578525
311,8,75,0.7259706709113714,0.3778536449001838
312,30,89,0.6549104567437439,0.06234535805840258
313,43,3,0.22936332780221624,0.6782968787831225
314,24,1,0.9433173090893108,0.9465297654617689
315,2,45,0.6282561765609221,0.5749757658584327
316,20,96,0.21289850185370063,0.18336196638979962
317,8,90,0.5180604743652705,0.7969076282202663
318,13,2,0.8506966754632035,0.38303395421183173
319,35,39,0.03602269640448452,0.8929592400528702
320,45,20,0.04077683990244785,0.9086413774230704
321,4,56,0.6958089940871975,0.9220628225291861
322,24,37,0.4787782455741685,0.3283168387664587
323,41,85,0.0074721359196242565,0.16755673802692184
324,9,59,0.7352982819618006,0.25391441700635176
325,29,66,0.39065190838498565,0.7884686011480776
326,50,36,0.9238936566931893,0.4959210215422817
327,20,9,0.09165797550223831,0.5332689259950889
328,21,28,0.23144217496882868,0.9624718380578109
329,38,82,0.6482996776294845,0.21239211211035414
330,4,15,0.31003038787986426,0.9575735398231655
331,31,100,0.14844462569479988,0.4288647807474264
332,29,18,0.4552698152137148,0.7098014231011904
333,49,83,0.019751881788838244,0.442259309557159
334,49,5,0.4835738973024375,0.547571201861446
335,24,41,0.8172847630457009,0.9143061278774978
336,34,79,0.10155562333483059,0.13058216024768643
337,24,14,0.6875388475596518,0.7320966768760165
338,47,89,0.05731098709792837,0.023886149497004294
339,49,95,0.565920263382425,0.9486770259866215
340,11,77,0.5772968694035543,0.5294148057459196
341,32,10,0.8408309364961658,0.9728975464998706
342,1,12,0.7982638661806986,0.5359620323221582
343,40,90,0.5398863693524684,0.3058429764893986
344,38,98,0.4992303471843005,0.37082256840737804
345,1,8,0.7664406574443207,0.3493244497607163
346,48,5,0.0404608167227255,0.31180056744448525
347,44,94,0.37395589776292326,0.7367438642461717
348,5,50,0.6261275693429864,0.5187954444795579
349,8,84,0.44492134130383,0.03362807769484488
350,23,6,0.21260458761390166,0.21073682479200406
351,9,21,0.3491185104509207,0.8166023195301847
352,27,33,0.25433651880669594,0.7763645340883083
353,24,15,0.83656425843209,0.3775359984740665
354,32,58,0.1608007871573267,0.7327626915773253
355,33,63,0.6991171432055256,0.8223040632697739
356,11,53,0.1660589784480988,0.8687345629773848
357,48,14,0.5665340450177622,0.9364521678575237
358,23,91,0.5787427275561318,0.9044557249028711
359,19,13,0.1506338856305416,0.2630801247380099
360,16,2,0.29765017631584445,0.9800585263614275
361,32,86,0.4120830872317529,0.42538207215457213
362,39,2,0.3594947791631854,0.40752543064524904
363,30,59,0.09304535445355111,0.18901216806530918
364,25,20,0.9013570586852849,0.6219563914706348
365,44,20,0.6664034830056773,0.7140799854134277
366,23,92,0.9428765340892812,0.8435263834863289
367,6,92,0.33379606419754915,0.9318104840370356
368,2,72,0.6010926341157046,0.5939763469185195
369,39,23,0.9240741580924984,0.16729814447046865
370,29,25,0.9212679580866998,0.21814015169350365
371,25,35,0.06773535339212744,0.6244486199852499
372,41,90,0.9667074997033975,0.12838736073879775
373,15,41,0.40751840642876647,0.17767001631316082
374,26,9,0.7770454316689195,0.728037276317683
375,17,51,0.20626051057397565,0.4686425991041324
376,1,8,0.862551677421523,0.7286493077159025
377,30,65,0.2563567169855855,0.3827574776759788
378,2,98,0.14679725825421874,0.41300057385493316
379,9,25,0.28794674932823006,0.11964123701051843
380,2,85,0.1586549863629465,0.2360260661674447
381,42,41,0.5552435912168097,0.45127321523539043
382,4,67,0.6203257846097368,0.5214185629814344
383,18,7,0.5176367223345429,0.6585306059048723
384,5,99,0.5767701575109079,0.20281377269722534
385,20,31,0.13501742045875342,0.8851285811552309
386,34,84,0.7264517107355323,0.8894061330146277
387,40,96,0.06206314132789614,0.5939402523152535
388,44,53,0.4007568003933508,0.11782289928031342
389,26,89,0.3617269719128996,0.38199597742489877
390,30,94,0.5453650976361607,0.7601068058964081
391,35,61,0.2937939140108088,0.6980648300015236
392,34,43,0.04816425754059095,0.7006449751316216
393,22,87,0.5678977572541445,0.48815261440510627
394,38,9,0.8580030373197778,0.6488958282197679
395,29,88,0.7562746161151906,0.6844114226146728
396,31,7,0.9319329126879952,0.8213150123949161
397,45,12,0.418656397458132,0.7653857461949631
398,28,83,0.6233533887573123,0.7823335127734588
399,42,97,0.3379722807790161,0.8141952318054388
400,18,57,0.4495444823749928,0.6023148706256701
401,40,59,0.887762263792737,0.028517586180469734
402,25,56,0.7940255910197449,0.44768920236796195
403,44,15,0.32194989493793147,0.7000609160310914
404,16,81,0.06171723297387122,0.12992224552296183
405,3,100,0.46681204920521013,0.7138220328645701
406,26,70,0.217701809995276,0.8247335183145394
407,22,80,0.9798413381803572,0.976972399213129
408,22,44,0.684198788868694,0.695358183351567
409,6,35,0.437099369352817,0.965681946204997
410,9,57,0.8783796091211881,0.2822859675540158
411,11,74,0.04210949600374381,0.11705472813047091
412,25,10,0.0005934043567871194,0.5788286019427851
413,16,64,0.6988274984028193,0.538104820100794
414,1,67,0.2634754228295143,0.6417609076683883
415,17,23,0.889439785828332,0.5863843194890679
416,49,23,0.10698135120082386,0.3342550212783576
417,1,5,0.009114547729826561,0.35736685398335966
418,38,82,0.5337777698502377,0.8377779071232571
419,22,23,0.8175290735270505,0.8065467665729666
420,43,68,0.10462056761596394,0.8633898350038002
421,45,27,0.10209055235246722,0.5922967524339064
422,28,24,0.5356117616099978,0.9543814304793907
423,2,35,0.1600327909022793,0.03643148754260528
424,31,27,0.7004761506880095,0.6143775145081742
425,45,87,0.4352259877676735,0.3379004797613546
426,39,15,0.8293784475442522,0.9783979879426756
427,41,15,0.4677252090538123,0.8483933626885735
428,24,99,0.06698495476906374,0.9259457899984376
429,44,67,0.4706992478090082,0.9086824734031439
430,44,67,0.28004902113990127,0.36176332128967614
431,14,93,0.9621278343839927,0.645060385654571
432,9,85,0.1926421158540037,0.3088984466362855
433,39,71,0.9440091008099645,0.41461746754974915
434,12,73,0.2248302725349095,0.13151193956168106
435,41,38,0.7633415078510803,0.6579082681112876
436,44,27,0.06347840203641109,0.7757873288367517
437,38,24,0.25385797221603945,0.45532529562701196
438,42,29,0.534385763609174,0.3090596938557233
439,34,91,0.9940127302920262,0.8969347082143274
440,15,48,0.3690940567970573,0.6618683331222984
441,37,53,0.2425191496460427,0.6088573819164591
442,9,11,0.6762781349579925,0.16609212892788316
443,28,53,0.8130259365498539,0.6673195031749093
444,43,6,0.5004157342175333,0.6066899571115433
445,24,21,0.03468824242391588,0.15209653913969545
446,24,90,0.09429508097722206,0.7008354222108075
447,20,87,0.2592695235544987,0.9219561385808948
448,38,97,0.9884997958621927,0.18189973141896076
449,17,36,0.060380667280065414,0.7212499959815364
450,46,68,0.7505094968578269,0.40657440669396616
451,12,25,0.3958865224013658,0.10477665613779452
452,29,20,0.4287776818330442,0.3944447521614164
453,7,90,0.4205248751955911,0.9041020995352256
454,47,74,0.13265805676443354,0.08784567773208907
455,24,73,0.6929248560055656,0.8045151510402663
456,9,19,0.3934666381759384,0.12637394502710964
457,20,98,0.6761634675290452,0.35753139663058786
458,34,65,0.7130540699131174,0.3022233176419922
459,24,77,0.8227137028078682,0.6677291204023094
460,25,36,0.20858489993106977,0.7135154930022302
461,32,58,0.6389762547345018,0.3152140286396662
462,28,29,0.5224834574612885,0.5427274430322842
463,8,48,0.6901886401459701,0.6310939367587719
464,37,13,0.4324821714193311,0.5086043856447356
465,26,1,0.5304763869875265,0.2991567070997788
466,13,53,0.5417869270218644,0.3168281803538301
467,2,76,0.6496880304591088,0.2134077494025053
468,32,51,0.808922612178472,0.9560177590823161
469,31,84,0.8633462331823788,0.7448446623886189
470,21,33,0.4181440457340695,0.2486296222929717
471,47,79,0.14937703505835143,0.21936387589331063
472,20,75,0.03798745204169918,0.6091199713349978
473,19,42,0.5976022146030014,0.9258332846954018
474,34,67,0.5360151822154697,0.6177726602726618
475,36,99,0.8722046877469631,0.9080884954652059
476,39,9,0.20048615690620897,0.0656140689717305
477,31,44,0.5127410581858446,0.43486889034231757
478,1,72,0.2126238010361936,0.11533814208659787
479,46,72,0.030587131896923525,0.5447341138622982
480,7,9,0.031223859227299977,0.4231197845609741
481,43,93,0.3220488188799254,0.7514142924572029
482,18,9,0.5571193536999555,0.33957132626903397
483,48,58,0.17694763813261716,0.718601152260681
484,43,12,0.4133094563692372,0.8402956298678166
485,5,30,0.030997502040180258,0.12436273829541444
486,20,66,0.8187907015837227,0.5476965497556917
487,44,31,0.5359648602598747,0.8165724683263035
488,46,25,0.7529571465342798,0.6998839667074097
489,37,36,0.8357902337736184,0.6488790941603826
490,48,62,0.032913176742057404,0.011763330639589897
491,48,71,0.6677820535444565,0.6063949500333838
492,35,48,0.9049800227670663,0.48260106795344526
493,16,23,0.24479139331606703,0.6657189172766379
494,23,96,0.1250977871790354,0.22024083659304827
495,13,14,0.010591563657403547,0.2006373952675986
496,5,68,0.17373781895580598,0.38455769308522536
497,32,94,0.49939560144616113,0.06312895860184597
498,47,81,0.8387552650688368,0.3358654755376952
499,31,58,0.9545561687600307,0.6559073550446358
500,1,32,0.702753612302936,0.7241176292896583
501,26,6,0.9247329859148885,0.10267742364834331
502,39,35,0.888241452228538,0.21480216997599066
503,11,38,0.9997219389920967,0.16040257592528717
504,9,68,0.7440332669879728,0.36757861742451203
505,1,71,0.4461271252272192,0.5960745690371895
506,27,43,0.3373907216166441,0.3710745461489017
507,23,22,0.004657942594978204,0.6787361916384935
508,21,85,0.30657021365662795,0.17997668388730614
509,35,62,0.8320879233029991,0.6277314375509576
510,41,100,0.2769491854356434,0.26918780147873145
511,2,20,0.268027408738422,0.2847061036869901
512,3,29,0.10882132083066198,0.9094915970541663
513,26,27,0.17382476466087504,0.6856493023784006
514,12,60,0.9782777792575169,0.34870077544893496
515,3,46,0.46066990517423567,0.9771075335233637
516,50,16,0.7899444874660665,0.7407635125069667
517,45,62,0.8064063659864821,0.47808421693132674
518,13,34,0.9798716593243283,0.3246777028640411
519,22,59,0.19851087079385632,0.24152144833962297
520,8,52,0.21028056629298397,0.735430052957032
521,41,49,0.10325353784899993,0.20883486643258253
522,35,100,0.2848486021070302,0.4891660578056435
523,34,85,0.9097606272689344,0.8814670881117399
524,17,85,0.8141997115422706,0.10128449269300799
525,46,39,0.24096671911616485,0.09726714505551848
526,29,66,0.7308713010081358,0.22215554749892252
527,13,9,0.7829057569994129,0.6385160303273925
528,24,59,0.10663503927071882,0.5217319387171231
529,6,8,0.8451054546670006,0.931410442731535
530,19,33,0.9098481254793279,0.14698781133977634
531,36,68,0.3422694349491049,0.42598382725912176
532,34,28,0.5699865202872695,0.5370004325965889
533,35,40,0.1446890620986272,0.8699678579504543
534,38,19,0.6405128909384501,0.30507188682911957
535,47,44,0.0641322809630096,0.5920311423029092
536,49,60,0.5683450875267297,0.44796581792027
537,23,95,0.7284648077285624,0.4092551596126033
538,26,25,0.9616229750252383,0.37571551747057674
539,45,7,0.6587451271106565,0.15672817952665408
540,42,20,0.24049927831536055,0.6436014813312565
541,10,100,0.593144966702074,0.9400937468163476
542,27,77,0.8057535053240829,0.9220281631867484
543,9,60,0.598873094942989,0.4808994677657751
544,14,9,0.7421678134714034,0.36212495057889926
545,1,61,0.6661001678542345,0.0831122535401505
546,16,29,0.6537007818394537,0.10433934977340831
547,19,60,0.7846714540250304,0.022382855691594483
548,45,34,0.0923536600344268,0.8352466138323645
549,48,1,0.38328424152086005,0.7332487505842505
550,18,21,0.9240593381904175,0.693476354714445
551,8,9,0.7726309330998804,0.9304345571245005
552,25,26,0.5454738904660908,0.2437730426086565
553,31,38,0.07473601995857226,0.17279846046305047
554,18,22,0.4718868105649979,0.5927147196128483
555,27,5,0.5208043791127114,0.9929461324376092
556,12,22,0.35018137024390283,0.48332872873341604
557,7,81,0.0012119734480696698,0.6033349687976097
558,27,9,0.8487777716127733,0.8369130619232189
559,43,6,0.4991614808758892,0.2901415599749
560,12,8,0.56917395339615,0.3269062184447521
561,14,98,0.3828506012863435,0.2911069617082396
562,10,28,0.3999230940337771,0.5467608733314036
563,32,75,0.35780787799867386,0.4652291446272775
564,42,90,0.8828926609674993,0.566599178327817
565,10,91,0.7336700337622744,0.44133936488077563
566,46,53,0.8640962432858222,0.08002864035826474
567,19,7,0.7932517970382068,0.5566852923752962
568,49,33,0.8086965901771495,0.1968029737970124
569,27,25,0.8481029326162595,0.12868099932129518
570,11,79,0.7836222152965291,0.8346534076249057
571,8,25,0.2300415467376422,0.3049261202746375
572,19,42,0.878682431697755,0.7735051059228685
573,11,66,0.6164028691425123,0.9332877615878453
574,28,80,0.6711333564207759,0.3631759007008508
575,31,60,0.09358969164663777,0.6391178229044241
576,5,2,0.8501548115057508,0.36744491675774105
577,17,14,0.8160751906076305,0.9958138709758496
578,19,25,0.4516963780005755,0.5946874525327317
579,46,8,0.17902991137603963,0.8279220766234143
580,6,76,0.656393259704054,0.3174025188315953
581,24,72,0.6360801818494198,0.6806984873128973
582,38,40,0.3987828358538794,0.7843169920394005
583,13,10,0.6315990699048635,0.7126811549546773
584,4,25,0.5669420661788435,0.21585349200869985
